filename,band_id,x_center,median_l,median_a,median_b,median_c,delta_chroma,std_l,label_id
1395.bmp,3,84,43.01,-3.23,11.28,11.74,6.46,4.2,10
1396.bmp,0,11,52.98,-3.16,-0.36,3.18,14.92,1.24,8
1396.bmp,1,30,44,26.69,16.69,31.48,24.92,6.4,2
1396.bmp,2,47,43.21,20.31,20.05,28.54,19.44,2.96,2
1396.bmp,3,75,51.23,-2.72,14.98,15.23,4.86,1.41,10
1397.bmp,0,16,53.3,-1.95,16.88,16.99,1.01,1.49,10
1397.bmp,1,41,40.11,28.03,19.44,34.11,31.09,1.99,2
1397.bmp,2,59,41.1,27.12,23.73,36.04,30.84,5.45,2
1397.bmp,3,78,38.71,10.34,19.8,22.34,13.61,2.99,1
1398.bmp,0,17,57.64,-1.44,20.36,20.41,5.21,2.91,10
1398.bmp,1,40,39.34,30.73,22.02,37.81,33.22,2.03,2
1398.bmp,2,58,33.3,8.81,12.8,15.54,10.85,1.12,1
1398.bmp,3,75,42.32,-25.12,15.14,29.33,23.35,1.28,5
1399.bmp,0,13,53.08,-1.39,17.8,17.85,1.21,1.39,10
1399.bmp,1,40,54.77,18.59,33.7,38.49,26.73,0.97,3
1399.bmp,2,58,37.48,14.62,12.53,19.26,17.35,1.24,1
1399.bmp,3,78,50.12,-23.08,13.28,26.63,21.21,1.35,5
1400.bmp,0,13,69.34,0.45,32.61,32.61,4.07,8.04,10
1400.bmp,1,37,34.46,13.93,27.65,30.96,11.63,5.11,1
1400.bmp,2,59,45.92,9.82,-14.93,17.87,49.33,6.94,7
1400.bmp,3,78,47.6,35.96,33.5,49.15,31.72,3.21,2
1401.bmp,0,10,39.87,11.58,23.56,26.25,8.05,5.08,1
1401.bmp,1,31,19.95,-5.8,20.91,21.7,11.6,14.08,0
1401.bmp,2,51,45.1,37.03,33.66,50.04,33.54,2.87,2
1401.bmp,3,72,67.68,-1.06,27.86,27.88,5.37,6.89,10
1402.bmp,0,13,37.99,10.58,26.61,28.63,5.43,6.44,1
1402.bmp,1,34,17.56,-1.78,21.27,21.34,8.48,10.24,0
1402.bmp,2,53,46.34,30.34,28.95,41.94,25.34,4.06,2
1402.bmp,3,77,60.89,-0.67,31.27,31.27,7.77,9.78,10
1403.bmp,0,18,57.27,-1.55,24.19,24.24,3.11,6.81,10
1403.bmp,1,35,38.71,37.33,25.94,45.45,41.12,3.54,2
1403.bmp,2,53,71.13,-10.3,62.64,63.48,41.35,3.57,4
1403.bmp,3,75,47.55,38.06,22.25,44.09,41.65,4.27,2
1404.bmp,0,13,53.18,-4.78,21.55,22.08,5.9,2.58,10
1404.bmp,1,37,34.67,2.34,20.84,20.97,1.45,2.22,1
1404.bmp,2,59,58.24,-19.92,13.63,24.14,21.95,2.28,5
1404.bmp,3,77,45.67,6.84,-14.28,15.84,35.09,3.51,7
1405.bmp,0,39,60.63,19.98,33.97,39.41,20.24,1.33,3
1405.bmp,1,58,61.6,21.83,35.92,42.03,22.75,1.42,3
1405.bmp,2,76,62.92,28.61,43.84,52.35,32.64,0.9,3
1406.bmp,0,16,59.96,11.45,-10.66,15.64,43.22,1.42,7
1406.bmp,1,33,45.33,-21.59,20.84,30.01,26.04,3.92,5
1406.bmp,2,56,45.03,40.69,32.45,52.04,38.55,2.96,2
1406.bmp,3,79,69.65,-1.96,30.77,30.83,4.18,8.14,10
1407.bmp,0,11,61.74,-2.01,19.95,20.05,3.66,9.29,10
1407.bmp,1,31,48.51,26.26,29.49,39.49,31.73,6.45,3
1407.bmp,2,53,85.65,-0.66,0.26,0.71,16.21,7.78,9
1407.bmp,3,72,56.57,15.84,31.16,34.96,23.67,6.45,3
1408.bmp,0,16,29.72,13.8,21.7,25.71,12.4,1.19,1
1408.bmp,1,33,51.24,-0.92,0.38,1,26.64,2.07,8
1408.bmp,2,53,31.96,9.76,27.45,29.13,7.28,4.21,1
1408.bmp,3,78,54.91,0.8,20.95,20.97,6.09,4.55,10
1409.bmp,0,11,88.33,-3.95,4.66,6.11,11.71,1.62,9
1409.bmp,1,30,28.08,9.45,21.2,23.21,12.37,4,1
1409.bmp,2,51,34.72,34.55,26.78,43.71,37.91,3.37,2
1409.bmp,3,70,57.09,-3.55,25.27,25.51,9.25,7.16,10
1410.bmp,0,15,53.72,-4.09,-0.06,4.09,22.7,1.6,8
1410.bmp,1,32,47.03,39.7,36.39,53.86,40.79,4.45,2
1410.bmp,2,49,49.25,38.45,34.27,51.51,38.9,2.1,2
1410.bmp,3,79,53.34,-5.25,24.67,25.22,7.35,7.96,10
1411.bmp,0,13,55.76,-26.48,27.45,38.14,30.71,2.49,5
1411.bmp,1,31,47.61,-3.3,-17.95,18.25,45.3,4.42,6
1411.bmp,2,51,47.16,4.58,15.14,15.82,11.58,9.87,1
1411.bmp,3,78,58.81,-1.02,18.97,19,9.35,3.97,10
1412.bmp,0,37,72.93,-11.57,68.41,69.39,46.96,9.79,4
1412.bmp,1,60,55.23,-18.09,19.03,26.26,21.28,3.84,5
1412.bmp,2,80,51.91,9.24,-16.69,19.08,40.88,1.27,7
1413.bmp,0,14,39.95,26.05,0.45,26.05,49.49,1.97,2
1413.bmp,1,32,36.27,23.91,-2.05,23.99,46.27,2.34,2
1413.bmp,2,46,18.35,0.19,-7.2,7.21,35.65,10.36,0
1413.bmp,3,62,16.56,-5.98,-6.38,8.74,37.29,11.34,0
1413.bmp,4,80,32.54,-5.72,-1.25,5.85,42.27,10.24,1
1414.bmp,0,13,54.61,-0.56,15.19,15.2,7.44,4.17,10
1414.bmp,1,38,39.3,30.5,16.89,34.86,28.05,3.64,2
1414.bmp,2,58,23.04,-2.34,8.55,8.86,14.23,4.82,0
1414.bmp,3,78,33.93,11.05,16.52,19.87,9.72,3.18,1
1415.bmp,0,38,80.96,-9.83,58.89,59.71,33.33,0.89,4
1415.bmp,1,58,21.39,-8.66,16.16,18.33,16.96,4.02,0
1415.bmp,2,79,43.29,38.58,30.39,49.11,35.39,5.16,2
1416.bmp,0,12,53.16,-14.64,22.39,26.75,17.44,2.91,5
1416.bmp,1,31,29.58,10.33,23.62,25.78,12.2,1.63,1
1416.bmp,2,50,16.74,-1.95,20.34,20.44,10.9,9.67,0
1417.bmp,0,17,53.04,-0.12,15.5,15.5,2.66,1.3,10
1417.bmp,1,37,49.51,18.14,35.53,39.89,29.37,1.89,3
1417.bmp,2,54,24.98,-1.88,4.22,4.62,10.65,2.07,0
1417.bmp,3,77,35.8,9.73,15.06,17.93,12.44,1.2,1
1418.bmp,0,22,64.27,-0.97,32.12,32.14,4.16,3.86,10
1418.bmp,1,50,40.76,9.3,29.91,31.32,6.38,3.7,1
1418.bmp,2,67,50.34,35.48,39.45,53.06,33.25,2.91,2
1418.bmp,3,84,51.32,35.67,29.95,46.58,32.55,3.71,2
1419.bmp,0,11,61.47,-6.48,24.86,25.69,10.31,1.5,10
1419.bmp,1,49,39.15,22.84,17.03,28.49,22.95,8.18,2
1419.bmp,2,63,41.33,0.7,-22.93,22.94,39.7,4.7,6
1420.bmp,0,13,39.59,10.47,-25.88,27.91,46.7,2.95,7
1420.bmp,1,29,48.5,-19.47,4.64,20.01,24.32,2.66,5
1420.bmp,2,47,26.71,7.11,4.09,8.2,17.14,1.15,1
1420.bmp,3,81,42.03,-4.42,24.08,24.48,6.13,4.34,10
1421.bmp,0,10,42.86,8.78,-19.59,21.47,47.57,1.94,7
1421.bmp,1,30,50.37,-23.5,27.61,36.26,25.87,3.35,5
1421.bmp,2,51,16.44,-3.61,8.03,8.81,20.4,3.76,0
1421.bmp,3,74,55.54,-1.67,18.72,18.79,9.7,5.2,10
1422.bmp,0,40,64.98,-0.59,19.98,19.99,3.73,2.12,10
1422.bmp,1,61,47.81,11.64,-29.06,31.31,53.33,1.89,7
1422.bmp,2,82,81.73,-9.52,51.86,52.73,30.56,2.41,4
1423.bmp,0,13,34.58,5.44,14.25,15.25,8.04,2.95,1
1423.bmp,1,34,47.42,-21.56,8.95,23.35,19.55,1.34,5
1423.bmp,2,53,49.48,24.22,26.78,36.11,30.39,0.95,3
1423.bmp,3,73,64.53,-2.52,18.83,19,7.02,2.14,10
1424.bmp,0,18,65.56,-0.84,27.02,27.03,4,1.13,10
1424.bmp,1,45,62.95,33.88,54.12,63.86,40.24,1.69,3
1424.bmp,2,61,33.07,-8.52,15.82,17.97,17.02,16.47,0
1424.bmp,3,79,46.43,37.15,37.59,52.85,35.45,3.84,2
1425.bmp,0,12,62.09,26.08,53.34,59.38,30.68,1.09,3
1425.bmp,1,32,60.7,16.36,47.02,49.78,19.27,2.27,3
1425.bmp,2,52,74.71,-4.56,50.33,50.53,18.75,3.47,4
1425.bmp,3,75,57.7,-1.38,31.36,31.39,4.71,6.91,10
1426.bmp,0,18,48.08,-0.84,19.86,19.88,3.86,1.72,10
1426.bmp,1,43,47.53,28.59,38.45,47.92,38.48,3.4,3
1426.bmp,2,60,61.16,-2.89,0.25,2.9,16.6,4.08,8
1426.bmp,3,82,38.95,4.33,-34.27,34.54,51.67,3.87,6
1427.bmp,0,8,31.93,1.77,15.7,15.8,10.61,5.28,1
1427.bmp,1,33,55.06,-5.75,1.66,5.98,23.25,0.54,8
1427.bmp,2,54,14.67,-2.39,4.91,5.46,19.95,2.44,0
1428.bmp,0,10,33.53,12.91,19.46,23.36,13.17,2.35,1
1428.bmp,1,31,15.68,-7.71,12.79,14.93,13.49,3.82,0
1428.bmp,2,51,46.25,37.02,21.85,42.98,36.65,1.39,2
1428.bmp,3,71,60.7,-4.16,18.39,18.85,6.9,1.84,10
1429.bmp,0,12,63.73,-3.34,26.81,27.02,3.86,3.34,10
1429.bmp,1,38,40.1,10.72,20.45,23.09,11.59,2.86,1
1429.bmp,2,59,45.81,15.44,-37.34,40.41,64.19,2.48,7
1429.bmp,3,77,54.41,32.92,19.53,38.28,33.32,2.64,2
1430.bmp,0,15,63.81,-2.33,27.12,27.22,3.45,5.62,10
1430.bmp,1,41,36.04,3.02,26.11,26.28,3.66,4.02,1
1430.bmp,2,61,58.91,-4.41,-4.56,6.34,29.25,1.19,8
1430.bmp,3,78,30.82,8.33,14.41,16.64,13.14,2.16,1
1431.bmp,0,11,54.57,-5.38,25.2,25.77,13.42,5.59,10
1431.bmp,1,36,37.52,30.81,17.91,35.64,35.39,1.98,2
1431.bmp,2,55,34.95,34.06,18.95,38.98,38.77,3.33,2
1431.bmp,3,73,35.86,10.59,19.27,21.99,16.42,3.73,1
1432.bmp,0,17,53.94,-5.98,21.14,21.97,8.53,7.85,10
1432.bmp,1,39,51.37,17.78,40.35,44.1,36.17,1.84,3
1432.bmp,2,57,22.57,-4.16,7.31,8.41,5.46,10.5,0
1432.bmp,3,77,36.53,10.85,17.09,20.25,16.9,1.24,1
1433.bmp,0,14,55.24,-7.61,-0.44,7.62,21.28,1.48,8
1433.bmp,1,32,44.32,39.19,34.58,52.26,43.58,5.28,2
1433.bmp,2,50,43.13,27.58,32.53,42.65,32.01,5.86,2
1433.bmp,3,75,49.03,-9.41,25.72,27.38,9.39,5.19,10
1434.bmp,0,16,67.41,-5.33,23.45,24.05,10.8,2.13,10
1434.bmp,1,45,68.55,-0.66,18.69,18.7,4.14,2.31,10
1434.bmp,2,62,51.06,19.17,-44.66,48.6,62.92,0.94,7
1434.bmp,3,83,85.94,-12.92,52.89,54.45,39.97,1.97,4
1435.bmp,0,13,45.47,-2.64,26.85,26.98,11.08,5.89,10
1435.bmp,1,40,46.69,19.46,41.62,45.95,34.35,3.67,3
1435.bmp,2,59,31.25,15.1,19,24.27,18.56,2.45,1
1435.bmp,3,79,47.29,-26.38,16.21,30.96,23.2,3.14,5
1436.bmp,0,10,34.47,7.18,23.96,25.01,5.95,9.99,1
1436.bmp,1,30,19.64,-9.86,6.51,11.81,19.46,7.7,0
1436.bmp,2,49,47.55,40.48,24.97,47.56,39.12,1.88,2
1436.bmp,3,73,60.67,-3.16,19.08,19.34,5.66,6.01,10
1437.bmp,0,11,70.12,-4.97,22.14,22.69,10.54,5.49,10
1437.bmp,1,35,42.37,43.75,19.53,47.91,49.15,1.03,2
1437.bmp,2,53,34.7,13.11,18.12,22.37,19.02,1.15,1
1437.bmp,3,73,45.32,-29.3,15.64,33.21,24.86,8.44,5
1438.bmp,0,16,59.86,-11.38,28.38,30.57,12.04,9.47,10
1438.bmp,1,37,37.8,2.27,17.53,17.68,6.75,4.93,1
1438.bmp,2,58,62.95,-30.78,11.8,32.96,27.23,2.02,5
1438.bmp,3,75,48.55,15.34,-39.58,42.45,61.4,1.28,7
1439.bmp,0,13,80.96,-6.47,-0.91,6.53,14.66,6.05,9
1439.bmp,1,31,25.59,2.72,25.02,25.16,14.13,12.03,1
1439.bmp,2,51,29.76,24.88,26.09,36.05,33.07,6.96,2
1439.bmp,3,70,29.14,-6.19,22.12,22.97,8.39,5.8,10
1440.bmp,0,31,41.41,33.77,20,39.24,34.75,2.81,2
1440.bmp,1,54,40.2,-17.22,15.84,23.4,16.93,6.54,5
1440.bmp,2,72,55.95,15.83,-28.03,32.19,51.46,1.8,7
1441.bmp,0,12,45.53,-7.44,19.59,20.96,6.62,5.2,10
1441.bmp,1,41,30.45,0.44,13.08,13.09,3.6,2.46,1
1441.bmp,2,60,61.65,-21.7,4.12,22.09,22.27,4.18,5
1441.bmp,3,77,46.62,8.88,-27.83,29.21,44.56,7.1,7
1442.bmp,0,16,74.48,-5.42,24.61,25.2,13.03,5.45,10
1442.bmp,1,36,43.41,41.56,23.23,47.62,48.26,3.1,2
1442.bmp,2,54,78.85,-15.45,63.08,64.94,52.5,1.11,4
1442.bmp,3,75,40.7,41.45,23.78,47.79,48.29,2.76,2
1443.bmp,0,8,44.01,31.05,23.01,38.64,30.66,3.95,2
1443.bmp,1,26,44.55,29.5,24.98,38.65,29.64,1.61,2
1443.bmp,2,44,34.84,7.14,13.09,14.91,7.07,6.61,1
1443.bmp,3,72,50.31,-2.57,13.57,13.81,4.77,3.96,10
1444.bmp,0,14,52.19,-27.27,19.69,33.63,27.85,3.13,5
1444.bmp,1,33,32.58,9.64,33.23,34.6,11.46,5.84,1
1444.bmp,2,53,21.02,-7.37,24.78,25.85,7.68,15.07,0
1444.bmp,3,75,51.06,-5.34,31.8,32.24,4.97,6.76,10
1446.bmp,0,14,59.22,-10.11,23.62,25.7,7.4,3.4,10
1446.bmp,1,41,46.05,28.58,35.77,45.78,34.33,10.42,2
1446.bmp,2,57,45.9,32.28,33.19,46.3,36.89,8.68,2
1446.bmp,3,74,58.01,-8.66,0.09,8.66,22.69,3.29,8
1447.bmp,0,12,50.36,-4.5,28.17,28.53,4.99,8.41,10
1447.bmp,1,38,59.81,13.47,47.19,49.07,23.12,3.3,3
1447.bmp,2,57,57.76,15.24,50.37,52.62,26.75,2.69,3
1447.bmp,3,76,64.11,21.63,50.55,54.99,30.88,2.6,3
1448.bmp,0,12,70.59,-5.42,28.52,29.03,8.37,6.82,10
1448.bmp,1,37,84.16,-14.11,60.75,62.37,40.74,1.74,4
1448.bmp,2,58,19.45,-5.55,6.08,8.23,17.82,5.68,0
1448.bmp,3,76,45,41.27,33.12,52.92,41.89,4.02,2
1449.bmp,0,4,23.68,4.45,13.53,14.25,12.71,1.6,1
1449.bmp,1,25,66.39,-7.72,-3.17,8.35,24.74,2.65,8
1449.bmp,2,49,10.77,-2.33,2.98,3.79,18.75,0.83,0
1449.bmp,3,70,45.23,-7.5,25.56,26.64,4.57,3.98,10
1451.bmp,0,10,53.12,-8.55,24.66,26.1,12.6,4.67,10
1451.bmp,1,46,35.81,23.09,24.86,33.93,24.43,4.87,2
1451.bmp,2,60,36.41,-0.43,-20.27,20.28,36.07,4.57,6
1451.bmp,3,74,41.47,1.23,13.59,13.65,2.35,2.02,1
1452.bmp,0,14,35.67,7.73,20.14,21.57,14.41,6.3,1
1452.bmp,1,35,43.14,-23.54,12.98,26.88,19.88,3.9,5
1452.bmp,2,53,51.17,24.13,42.37,48.76,41.66,4.65,3
1452.bmp,3,72,50.48,-5.47,18.98,19.76,7.78,5.93,10
1453.bmp,0,16,34.7,9.84,15.03,17.97,13.41,5.79,1
1453.bmp,1,36,16.38,-8.03,17.09,18.88,9.31,8.28,0
1453.bmp,2,56,42.1,24.45,22.55,33.27,25.36,2.2,2
1453.bmp,3,77,67.58,-3.08,24.97,25.16,2.9,3.69,10
1454.bmp,0,6,43.66,-8.05,22.69,24.07,10.02,6,10
1454.bmp,1,25,50.76,24.25,41.23,47.83,40.96,2.39,3
1454.bmp,2,47,87.07,-2.27,-2.78,3.59,16.11,8.24,9
1454.bmp,3,66,49.97,22.51,49.32,54.21,45.82,3.24,3
1455.bmp,0,7,59.63,-6.77,17.14,18.43,10.32,3.66,10
1455.bmp,1,38,79.71,-15.12,60.03,61.91,52.37,1.52,4
1455.bmp,2,62,51.93,-18.03,4.58,18.6,19.65,0.77,5
1455.bmp,3,84,59.8,10.42,-28.84,30.67,40.15,5.07,7
1456.bmp,0,15,51.45,-4.98,-30.56,30.97,45.75,4,6
1456.bmp,1,36,77.13,-4.64,-1.52,4.88,16.76,2.32,8
1456.bmp,2,53,57.67,13.34,51.39,53.09,41.18,1.65,3
1456.bmp,3,79,57.63,-7.03,24.25,25.25,9.11,10.44,10
1457.bmp,0,6,58.51,-6.78,24.78,25.69,5.04,5.54,10
1457.bmp,1,28,17.41,-13.11,21.08,24.82,12.33,6.97,0
1457.bmp,2,50,52.46,-20.06,28.94,35.21,18.15,3.67,5
1457.bmp,3,70,46.09,1.19,-14.27,14.31,40.97,10.19,7
1458.bmp,0,14,50.48,14.77,-35.38,38.33,56.62,1.3,7
1458.bmp,1,31,62.43,-24.36,13.38,27.79,23.34,2.21,5
1458.bmp,2,53,40.49,1.89,18.66,18.75,3.56,5.59,1
1458.bmp,3,74,54.8,-8.31,25.08,26.42,9.14,7.36,10
1459.bmp,0,11,26.74,4.95,17.56,18.25,7.72,1.89,1
1459.bmp,1,29,51.42,-4.14,1.16,4.3,22.98,0.77,8
1459.bmp,2,49,27.82,6.27,22.02,22.89,6.22,7.14,1
1459.bmp,3,74,54.27,-2.64,20.86,21.03,4.08,1.14,10
1460.bmp,0,18,57.05,-8.08,26.6,27.8,13.04,9.95,10
1460.bmp,1,44,50.37,24.37,26.87,36.27,26.86,5.6,2
1460.bmp,2,62,49.6,32.01,24.16,40.1,33.26,3.49,2
1460.bmp,3,79,61.15,-5.02,-6.22,7.99,22.87,4.32,8
1461.bmp,0,9,45.03,39.69,18.57,43.82,39.64,1.58,2
1461.bmp,1,29,43.28,15.76,-34.2,37.66,61.73,2.97,7
1461.bmp,2,50,34.16,15.23,27.45,31.4,14.66,3.42,1
1461.bmp,3,73,61.05,-3.75,24.2,24.49,4.67,4.86,10
1462.bmp,0,18,48.81,-29.76,15.53,33.57,26.76,1.18,5
1462.bmp,1,38,31.45,21.43,21.3,30.22,25.97,1.81,1
1462.bmp,2,55,53.59,22.33,42.96,48.42,39.42,1.68,3
1462.bmp,3,83,45.59,-4.05,24.98,25.3,12.15,2.85,10
1463.bmp,0,11,23.9,7.15,-16.77,18.23,34.52,6.28,7
1463.bmp,1,30,25.06,-9.33,18.61,20.82,11.41,5.29,5
1463.bmp,2,50,5.4,-2.21,6.7,7.05,11.49,4.19,0
1463.bmp,3,73,25.19,-2.34,17.48,17.64,4.35,7.94,10
1464.bmp,0,10,36.56,12.38,16.75,20.83,17.14,1.8,1
1464.bmp,1,30,40.36,38.2,16.83,41.75,42.84,1.64,2
1464.bmp,2,49,40.44,36.91,20.36,42.15,41.94,3.66,2
1464.bmp,3,74,62.37,-5.97,21.11,21.94,7.24,4.55,10
1465.bmp,0,40,17.3,-10.27,12.91,16.49,15.89,3.16,0
1465.bmp,1,60,36.08,11.06,18.06,21.18,14.34,2,1
1465.bmp,2,79,58.55,-25.78,13.94,29.31,27.48,1.74,5
1466.bmp,0,13,52.86,7.86,-25.06,26.27,44.9,2.7,7
1466.bmp,1,30,67.83,-25.48,8.58,26.89,25.45,2.94,5
1466.bmp,2,47,46.73,1.38,3.48,3.75,15.63,1.41,1
1466.bmp,3,80,61.66,-8,22.64,24.01,7.06,1.08,10
1467.bmp,0,18,44.02,-26.52,11.2,28.79,22.76,2.14,5
1467.bmp,1,36,31.9,13.42,18.89,23.17,18.04,1.89,1
1467.bmp,2,55,37.65,41.28,28.05,49.91,47.36,2.55,2
1467.bmp,3,77,60.05,-4.75,23.47,23.94,9.65,2.21,10
1468.bmp,0,12,77.51,-13.76,58.75,60.34,40.01,1.79,4
1468.bmp,1,32,45.61,13.61,-33.84,36.47,56.74,4.4,7
1468.bmp,2,50,48.08,-2.24,23.39,23.5,3.42,4.94,10
1468.bmp,3,81,48.48,-2.53,25.35,25.48,5.01,2.86,10
1470.bmp,0,16,57.73,21.8,29.2,36.44,31.89,2.3,3
1470.bmp,1,37,84.79,-1.85,-4.53,4.89,14.69,12.23,9
1470.bmp,2,58,56.73,17.96,27.23,32.62,27.65,4.33,3
1470.bmp,3,78,59.52,-2.21,17.88,18.02,7.98,6.58,10
1471.bmp,0,14,40.18,41.84,28.69,50.73,41.3,2.62,2
1471.bmp,1,33,14.54,-8.72,6.34,10.78,20.57,4.76,0
1471.bmp,2,53,85.18,-14.61,62.23,63.93,40.64,1.23,4
1471.bmp,3,79,72.05,-6.22,27.94,28.62,7.72,1.9,10
1472.bmp,0,18,58.63,-5.14,-3.14,6.02,20.18,3.71,8
1472.bmp,1,35,48.94,24.39,28.2,37.29,28.46,7.21,2
1472.bmp,2,50,48.87,23.05,27.68,36.02,27.02,2.23,2
1472.bmp,3,78,59.57,-9.03,23.52,25.19,10.02,2.26,10
1473.bmp,0,13,69.2,23.45,58.7,63.21,39.18,1.3,3
1473.bmp,1,33,66.6,17.8,43.84,47.32,24.19,2.21,3
1473.bmp,2,53,65.75,16.11,49.18,51.75,27.17,2.06,3
1473.bmp,3,79,60.45,-2.27,23.58,23.69,4.35,7.02,10
1474.bmp,0,15,34.28,15.11,25.97,30.04,23.62,1.33,1
1474.bmp,1,35,14.61,-4.22,10.92,11.71,0.92,4.46,0
1474.bmp,2,54,52.73,23.62,53.67,58.64,50.1,3.63,3
1474.bmp,3,73,48.05,-4.91,24.64,25.12,13.02,4.87,10
1475.bmp,0,14,67.76,-5.38,21.27,21.94,6.14,6.98,10
1475.bmp,1,37,51.26,30.79,20.66,37.08,30.04,2.81,2
1475.bmp,2,57,35.3,-6.35,9.32,11.28,13.64,7.95,0
1475.bmp,3,79,44.73,4.32,17.22,17.75,5.18,5.36,1
1476.bmp,0,12,40.5,44.48,24.41,50.74,51.01,1.85,2
1476.bmp,1,33,76.9,-16.55,70.77,72.67,60.36,0.65,4
1476.bmp,2,52,41.8,46.05,31.44,55.76,54.67,1.09,2
1476.bmp,3,72,63.1,-3.12,22.58,22.79,11.17,2.86,10
1477.bmp,0,52,30.39,3.41,18.41,18.72,6.35,5.14,1
1477.bmp,1,72,39.43,30.67,21.45,37.43,31.32,3.22,2
1477.bmp,2,90,36.9,29.14,21.47,36.2,29.79,3.14,2
1478.bmp,0,20,65.17,-6.59,27.07,27.86,7.89,4.64,10
1478.bmp,1,38,19.09,-4.76,4.18,6.33,15.2,2.09,0
1478.bmp,2,61,60.65,-6.11,-2.68,6.67,22.1,2.16,8
1479.bmp,0,22,67.91,-5.57,16.55,17.46,5.64,5.57,10
1479.bmp,1,38,44.55,29.8,12.75,32.42,33.68,3.75,2
1479.bmp,2,57,45.03,3.92,4.09,5.66,10.51,10.64,1
1479.bmp,3,80,93.08,-4.45,-6.04,7.5,17.23,4.22,9
1480.bmp,0,16,47.68,-2.27,13.83,14.01,2.45,3.8,1
1480.bmp,1,32,45.39,5.45,-32.8,33.25,49.18,6.6,6
1480.bmp,2,46,36.43,33.89,30.82,45.81,37.97,2.1,2
1480.bmp,3,83,67.84,-8.83,24.03,25.6,11.23,1.15,10
1481.bmp,0,21,69.46,-6.16,16.97,18.05,9.48,4.94,10
1481.bmp,1,39,58.18,20.19,27.17,33.85,30.43,1.79,3
1481.bmp,2,57,53.11,-20.45,6.91,21.59,17.12,2.97,5
1481.bmp,3,80,45.12,2.95,18.57,18.8,12.4,11.14,1
1482.bmp,0,7,48.75,10.48,-26.67,28.66,41.24,1.28,7
1482.bmp,1,28,55.24,-21.73,10.05,23.94,20.47,1.02,5
1482.bmp,2,52,70.97,-16.34,66.61,68.58,55.82,3.69,4
1483.bmp,0,18,59.83,-1.34,19.23,19.28,2.32,4.47,10
1483.bmp,1,41,39.39,30.77,22.02,37.83,29.92,3.45,2
1483.bmp,2,60,21.94,-9.7,10.53,14.32,13.85,6.53,0
1483.bmp,3,82,36.11,8.62,13.52,16.03,9.63,5.71,1
1484.bmp,0,16,47.91,8.48,-13.77,16.17,40.47,1.25,7
1484.bmp,1,34,35.78,-22.8,15.39,27.51,22.95,9.03,5
1484.bmp,2,58,34.99,32,25.67,41.02,34.1,4.08,2
1485.bmp,0,17,32.24,-3.5,13.34,13.8,2.24,6.35,10
1485.bmp,1,40,46.97,20.06,35.17,40.49,34.15,3.37,3
1485.bmp,2,59,68.01,-3.12,-5.66,6.46,16.96,2.65,8
1485.bmp,3,79,45.94,1.38,-35.61,35.64,47.22,4.88,6
1486.bmp,0,15,55.47,-2.66,23.47,23.62,2.53,1.44,10
1486.bmp,1,45,54.36,15.28,43.8,46.39,25.38,0.82,3
1486.bmp,2,62,19.56,-9,15.95,18.32,11.73,8.58,0
1486.bmp,3,80,35.69,22.53,25.09,33.72,22.71,6.89,2
1487.bmp,0,12,65.62,-3.48,20.42,20.72,4.95,8.24,10
1487.bmp,1,34,50.24,28.41,17.48,33.36,27.38,2.94,2
1487.bmp,2,54,28.89,-6.45,3.41,7.29,19.76,5.82,0
1487.bmp,3,75,46.08,5.89,13.77,14.97,9.05,2.07,1
1488.bmp,0,18,49.16,-5.46,14.56,15.55,9.64,7.29,10
1488.bmp,1,36,36,34.95,20.95,40.75,40.8,5.46,2
1488.bmp,2,53,39.34,13.12,-12.3,17.99,23.71,4.02,7
1488.bmp,3,73,66.5,-12.2,44.23,45.88,40.05,1.97,4
1489.bmp,0,15,46.71,-6.21,14.06,15.37,6.03,5.9,10
1489.bmp,1,37,52.4,19.21,40.8,45.1,36.05,3.03,3
1489.bmp,2,57,52.44,19.97,41.41,45.98,36.98,3.48,3
1489.bmp,3,70,55.95,21.63,44.88,49.82,40.78,3.07,3
1490.bmp,0,17,49.29,-4.05,7.98,8.95,4.33,10.03,10
1490.bmp,1,34,31.64,21.69,14.84,26.28,26.26,4.62,2
1490.bmp,2,51,32.81,12.61,-14.95,19.56,24.12,4.26,7
1490.bmp,3,71,58.59,-11.11,36.45,38.11,33.6,4.13,4
300.bmp,0,34,82.4,-11.82,65.53,66.59,49.42,11.03,4
300.bmp,1,57,57.74,-18.15,7.06,19.47,23.67,1.63,5
300.bmp,2,80,60.35,16.22,-37.02,40.41,56.94,0.4,7
301.bmp,0,20,48.79,-8.59,18.51,20.4,8.67,7.33,10
301.bmp,1,45,35.48,18.62,10.05,21.17,21.71,10.77,2
301.bmp,2,61,35.19,15.44,11.79,19.42,18.45,12.25,2
301.bmp,3,79,44.55,-6.28,-1.35,6.43,13.63,6.81,8
303.bmp,0,34,98.59,-10.22,31.66,33.26,32.99,0.19,4
303.bmp,1,73,81.45,20.08,23.55,30.94,30.79,4.47,3
305.bmp,0,21,55.9,-2.39,21.78,21.91,5.73,5.16,10
305.bmp,1,40,43.44,36.23,30.27,47.21,42.2,3.69,2
305.bmp,2,60,71.26,-13.47,55.81,57.41,40.87,3.97,4
305.bmp,3,81,48.3,34.77,23.61,42.02,39.02,2.88,2
306.bmp,0,18,49.33,-1.12,19.34,19.38,4.24,5.97,10
306.bmp,1,41,35.46,37.06,32,48.97,43.69,1.88,2
